Rating,Spec_score,Ram,Battery,Display,Price,Inbuilt_memory,fast_charging,Sim_encoded,Back_Camera_MP,Front_Camera_MP,Processor_Encoded,Total_Pixels,company_encoded
1.977358210930742,5.914940018959451,1.8203341036428238,17.9167524253441,2.370468537443093,2.7796994553241827,7.15298821355506,4.2014612941903655,2.440268378362637,5.357203202420049,3.2377281976988326,2.440268378362637,54.45156801078363,1.1943176378757767
1.8704111970686275,5.7737732204907655,1.1943176378757767,16.46644337023281,2.3343900635968162,2.7795744955862385,4.5971567117081165,3.4381104434026533,2.055641538058108,3.2377281976988326,2.6025944687727294,1.1943176378757767,47.21950907494237,1.1943176378757767
1.8948384661485012,6.098626104970388,1.8203341036428238,17.253668969557626,2.370468537443093,2.8048114665042636,5.80273872401839,4.2014612941903655,2.055641538058108,5.357203202420049,2.6025944687727294,1.5409627556327752,54.45156801078363,1.1943176378757767
1.8455813191367303,6.047663906109832,1.8203341036428238,17.9167524253441,2.3343900635968162,2.8048114665042636,5.80273872401839,3.7019729772844623,2.055641538058108,5.285266416806648,3.2377281976988326,2.440268378362637,47.42453994575558,1.1943176378757767
1.8455813191367303,5.942124359831237,1.8203341036428238,17.253668969557626,2.3525315260846855,2.8048114665042636,5.80273872401839,3.4381104434026533,2.055641538058108,3.2377281976988326,2.055641538058108,2.440268378362637,47.42453994575558,1.1943176378757767
1.918877069266942,6.098626104970388,2.2596737867230705,17.253668969557626,2.3525315260846855,2.804708896654303,7.15298821355506,3.4381104434026533,2.440268378362637,5.357203202420049,2.055641538058108,2.440268378362637,47.42453994575558,1.1943176378757767
1.8455813191367303,6.1236810031695965,1.8203341036428238,17.9167524253441,2.3343900635968162,2.804708896654303,5.80273872401839,3.4381104434026533,2.055641538058108,5.285266416806648,3.858806663498184,2.440268378362637,54.18951625552223,1.1943176378757767
1.8455813191367303,5.995517194712505,1.8203341036428238,17.253668969557626,2.3525315260846855,2.804708896654303,5.80273872401839,3.4381104434026533,2.055641538058108,5.285266416806648,2.6025944687727294,2.440268378362637,47.21950907494237,1.1943176378757767
1.8330108314545306,6.098626104970388,1.8203341036428238,17.253668969557626,2.370468537443093,2.800170540029269,5.80273872401839,3.4381104434026533,2.440268378362637,5.357203202420049,3.2377281976988326,2.440268378362637,54.45156801078363,1.1943176378757767
1.9425402190926926,6.098626104970388,2.2596737867230705,17.9167524253441,2.370468537443093,2.808172557274235,7.15298821355506,3.4381104434026533,2.055641538058108,5.357203202420049,2.6025944687727294,2.440268378362637,54.42106733727634,1.1943176378757767
1.8826742685433793,6.337529394588084,2.6025944687727294,17.9167524253441,2.3525315260846855,2.835041418882419,7.15298821355506,4.2014612941903655,2.440268378362637,5.357203202420049,3.2377281976988326,2.440268378362637,54.18951625552223,1.1943176378757767
